"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"MS4A4A",0,0.944817096688019,0.443,0.001,0,"2","MS4A4A",0.442
"SAMHD1",0,0.943593788129924,0.761,0.265,0,"2","SAMHD1",0.496
"SLC8A1",0,0.929763941469211,0.615,0.024,0,"2","SLC8A1",0.591
"GSTO1",0,0.924705799398222,0.763,0.206,0,"2","GSTO1",0.557
"RASGEF1B",0,0.924269921147102,0.692,0.129,0,"2","RASGEF1B",0.563
"ANPEP",0,0.92375253338295,0.499,0.026,0,"2","ANPEP",0.473
"RNF130",0,0.923288211280673,0.689,0.088,0,"2","RNF130",0.601
"THBD",0,0.914627696584228,0.462,0.036,0,"2","THBD",0.426
"SGK11",0,0.913495252344516,0.74,0.222,0,"2","SGK1",0.518
"MGAT1",0,0.912344229522492,0.741,0.161,0,"2","MGAT1",0.58
"GM2A",0,0.911491014928238,0.489,0.042,0,"2","GM2A",0.447
"SLCO2B1",0,0.909741352673318,0.354,0.005,0,"2","SLCO2B1",0.349
"ATP6V1F",0,0.907595415124604,0.72,0.201,0,"2","ATP6V1F",0.519
"NINJ1",0,0.90656691743481,0.651,0.106,0,"2","NINJ1",0.545
"LHFPL2",0,0.906474032342908,0.43,0.024,0,"2","LHFPL2",0.406
"GNS",0,0.90541468272413,0.631,0.08,0,"2","GNS",0.551
"CXCL16",0,0.905358244971232,0.641,0.073,0,"2","CXCL16",0.568
"NRP1",0,0.903891417788242,0.442,0.024,0,"2","NRP1",0.418
"PEA15",0,0.902886079524751,0.629,0.091,0,"2","PEA15",0.538
"ZEB2",0,0.893504757285439,0.835,0.279,0,"2","ZEB2",0.556
"LGALS2",0,0.885703844321939,0.403,0.004,0,"2","LGALS2",0.399
"MARCO",0,0.885466363401374,0.276,0.001,0,"2","MARCO",0.275
"TPP1",0,0.883469251884063,0.773,0.171,0,"2","TPP1",0.602
"SERPING1",0,0.877383982037356,0.43,0.037,0,"2","SERPING1",0.393
"IRF8",0,0.87586073570097,0.546,0.076,0,"2","IRF8",0.47
"ADA2",0,0.868597845597021,0.668,0.09,0,"2","ADA2",0.578
"MARCH1",0,0.866989584522837,0.547,0.034,0,"2","MARCH1",0.513
"IGSF61",0,0.850133393067496,0.72,0.088,0,"2","IGSF6",0.632
"QKI1",0,0.845157360725075,0.81,0.224,0,"2","QKI",0.586
"XIST",0,0.843246510512209,0.787,0.199,0,"2","XIST",0.588
"GLUL1",0,0.842752205330635,0.829,0.262,0,"2","GLUL",0.567
"ZFYVE161",0,0.84087634362294,0.697,0.165,0,"2","ZFYVE16",0.532
"RASSF4",0,0.835035549043642,0.468,0.013,0,"2","RASSF4",0.455
"AP1S2",0,0.834070202316374,0.682,0.145,0,"2","AP1S2",0.537
"PMP22",0,0.83383241607248,0.414,0.035,0,"2","PMP22",0.379
"SCPEP1",0,0.828839626144436,0.493,0.053,0,"2","SCPEP1",0.44
"ALDH2",0,0.828814595082938,0.592,0.046,0,"2","ALDH2",0.546
"PRNP",0,0.828143467282887,0.595,0.149,0,"2","PRNP",0.446
"EMILIN2",0,0.821454203714118,0.598,0.023,0,"2","EMILIN2",0.575
"PPT1",0,0.81952567847354,0.689,0.153,0,"2","PPT1",0.536
"PLSCR11",0,0.817895215683547,0.766,0.163,0,"2","PLSCR1",0.603
"LRP1",0,0.816734803130333,0.536,0.024,0,"2","LRP1",0.512
"FLT1",0,0.816600229082946,0.279,0.016,0,"2","FLT1",0.263
"SLC43A2",0,0.815001804792788,0.645,0.06,0,"2","SLC43A2",0.585
"NLRP3",0,0.812243876286784,0.359,0.025,0,"2","NLRP3",0.334
"MMP14",0,0.811906513716637,0.402,0.032,0,"2","MMP14",0.37
"IL4I1",0,0.811041218999481,0.429,0.027,0,"2","IL4I1",0.402
"FNDC3B1",0,0.808243456715327,0.679,0.162,0,"2","FNDC3B",0.517
"TIMP2",0,0.806529487738001,0.626,0.092,0,"2","TIMP2",0.534
"SERPINA11",0,0.805944459490574,0.782,0.127,0,"2","SERPINA1",0.655
"ATP6V1B21",0,0.805366570732129,0.691,0.106,0,"2","ATP6V1B2",0.585
"LILRB2",0,0.804935516752068,0.595,0.033,0,"2","LILRB2",0.562
"DPYSL2",0,0.802946476288489,0.649,0.106,0,"2","DPYSL2",0.543
"SPRED1",0,0.797400816323691,0.371,0.025,0,"2","SPRED1",0.346
"BCAT1",0,0.7971073698252,0.481,0.025,0,"2","BCAT1",0.456
"LAIR1",0,0.793532982186602,0.528,0.07,0,"2","LAIR1",0.458
"C1orf162",0,0.787178932525082,0.572,0.087,0,"2","C1orf162",0.485
"ATOX1",0,0.785750392301396,0.596,0.145,0,"2","ATOX1",0.451
"FCGR2B",0,0.78335867857517,0.46,0.033,0,"2","FCGR2B",0.427
"TFEC",0,0.78230490595541,0.528,0.016,0,"2","TFEC",0.512
"SPI11",0,0.781919430892133,0.713,0.063,0,"2","SPI1",0.65
"SNX101",0,0.781798383133514,0.712,0.162,0,"2","SNX10",0.55
"SCARB2",0,0.779087519367768,0.543,0.093,0,"2","SCARB2",0.45
"TNFAIP21",0,0.769286085825624,0.704,0.118,0,"2","TNFAIP2",0.586
"NRP2",0,0.764692817284693,0.42,0.023,0,"2","NRP2",0.397
"TNFSF13B1",0,0.761131767727942,0.684,0.103,0,"2","TNFSF13B",0.581
"CLEC7A1",0,0.759019638813482,0.75,0.082,0,"2","CLEC7A",0.668
"TLR2",0,0.758433126107602,0.57,0.035,0,"2","TLR2",0.535
"HCK1",0,0.75826242663824,0.674,0.053,0,"2","HCK",0.621
"LIPA",0,0.753616800272044,0.427,0.065,0,"2","LIPA",0.362
"SHTN1",0,0.748631238078487,0.491,0.024,0,"2","SHTN1",0.467
"GRINA",0,0.739867757601072,0.688,0.115,0,"2","GRINA",0.573
"HNMT",0,0.738616150400734,0.455,0.022,0,"2","HNMT",0.433
"GNB4",0,0.734327404182212,0.552,0.048,0,"2","GNB4",0.504
"VSIG4",0,0.729932680536414,0.319,0.001,0,"2","VSIG4",0.318
"LGALS9",0,0.728922118035851,0.598,0.099,0,"2","LGALS9",0.499
"CSTA",0,0.720919575813352,0.464,0.017,0,"2","CSTA",0.447
"ARL8B",0,0.715148885699859,0.677,0.137,0,"2","ARL8B",0.54
"DRAM1",0,0.714026231316907,0.461,0.043,0,"2","DRAM1",0.418
"SLC15A3",0,0.708825344150635,0.523,0.022,0,"2","SLC15A3",0.501
"CEP170",0,0.707099803453251,0.653,0.122,0,"2","CEP170",0.531
"GK1",0,0.705878922409259,0.728,0.146,0,"2","GK",0.582
"CORO1C",0,0.705698898942884,0.583,0.076,0,"2","CORO1C",0.507
"ITGAX1",0,0.701655238802641,0.71,0.086,0,"2","ITGAX",0.624
"SLC7A7",0,0.701572011851861,0.457,0.011,0,"2","SLC7A7",0.446
"CFD",0,0.700520256123238,0.416,0.038,0,"2","CFD",0.378
"LACTB",0,0.698881172202257,0.609,0.093,0,"2","LACTB",0.516
"HAVCR2",0,0.695883548143851,0.528,0.042,0,"2","HAVCR2",0.486
"FAM49A",0,0.695627864882422,0.547,0.056,0,"2","FAM49A",0.491
"IL1RN1",0,0.693785071904214,0.553,0.109,0,"2","IL1RN",0.444
"SDS",0,0.690594759412624,0.3,0.002,0,"2","SDS",0.298
"ADAP2",0,0.689256238738622,0.417,0.006,0,"2","ADAP2",0.411
"BMP2K",0,0.685206633591315,0.515,0.066,0,"2","BMP2K",0.449
"CPM",0,0.6828619605943,0.416,0.024,0,"2","CPM",0.392
"OTUD1",0,0.678661910441699,0.475,0.078,0,"2","OTUD1",0.397
"AP2S1",0,0.675414616318355,0.659,0.166,0,"2","AP2S1",0.493
"TTYH3",0,0.670735524436187,0.456,0.046,0,"2","TTYH3",0.41
"CIITA",0,0.668534106235995,0.506,0.066,0,"2","CIITA",0.44
"BACH1",0,0.660089411174302,0.648,0.162,0,"2","BACH1",0.486
"SLAMF8",0,0.660084319513691,0.412,0.008,0,"2","SLAMF8",0.404
"TNS3",0,0.659635189810898,0.43,0.041,0,"2","TNS3",0.389
"RNASE6",0,0.658338275251191,0.434,0.018,0,"2","RNASE6",0.416
"RBM471",0,0.651733648190393,0.676,0.098,0,"2","RBM47",0.578
"MTHFD2",0,0.650253845452276,0.655,0.162,0,"2","MTHFD2",0.493
"CD4",0,0.648418975694459,0.573,0.11,0,"2","CD4",0.463
"STX11",0,0.648020046309004,0.57,0.077,0,"2","STX11",0.493
"CD93",0,0.646139245365454,0.484,0.045,0,"2","CD93",0.439
"RIPK2",0,0.643550079540174,0.553,0.091,0,"2","RIPK2",0.462
"IFITM31",0,0.635783583367997,0.764,0.208,0,"2","IFITM3",0.556
"RHOQ",0,0.635402084820225,0.629,0.119,0,"2","RHOQ",0.51
"PTAFR",0,0.634694961038091,0.527,0.037,0,"2","PTAFR",0.49
"FMNL2",0,0.627411261137878,0.382,0.023,0,"2","FMNL2",0.359
"TET21",0,0.620859391529576,0.712,0.179,0,"2","TET2",0.533
"SIRPA",0,0.61048769682144,0.557,0.043,0,"2","SIRPA",0.514
"LST11",0,0.609971853565371,0.753,0.141,0,"2","LST1",0.612
"PAPSS2",0,0.609296565495868,0.39,0.021,0,"2","PAPSS2",0.369
"FCGR1A",0,0.604903508457105,0.37,0.012,0,"2","FCGR1A",0.358
"TGM2",0,0.599223642522477,0.392,0.041,0,"2","TGM2",0.351
"RAB13",0,0.597473551120058,0.4,0.048,0,"2","RAB13",0.352
"SLC31A2",0,0.592304079272922,0.478,0.026,0,"2","SLC31A2",0.452
"IFNGR2",0,0.591724906185243,0.577,0.081,0,"2","IFNGR2",0.496
"TCF4",0,0.591643083836355,0.479,0.085,0,"2","TCF4",0.394
"ADAM9",0,0.587480455781271,0.479,0.065,0,"2","ADAM9",0.414
"STAB1",0,0.585458727073326,0.326,0.009,0,"2","STAB1",0.317
"ADGRE2",0,0.577902025680201,0.539,0.039,0,"2","ADGRE2",0.5
"C2",0,0.577056848266947,0.251,0.016,0,"2","C2",0.235
"HPSE",0,0.57587629782782,0.333,0.029,0,"2","HPSE",0.304
"C3AR1",0,0.574790008013386,0.397,0.026,0,"2","C3AR1",0.371
"CD40",0,0.568778059715274,0.414,0.048,0,"2","CD40",0.366
"ITGAM",0,0.56240862619983,0.467,0.043,0,"2","ITGAM",0.424
"RAB32",0,0.5556425901572,0.4,0.022,0,"2","RAB32",0.378
"MPP1",0,0.555218808988764,0.444,0.031,0,"2","MPP1",0.413
"RNF144B",0,0.555115261467235,0.374,0.026,0,"2","RNF144B",0.348
"MCTP1",0,0.554949965559073,0.498,0.036,0,"2","MCTP1",0.462
"HK2",0,0.552981864242542,0.355,0.042,0,"2","HK2",0.313
"ATP6V1A",0,0.55212271891412,0.569,0.117,0,"2","ATP6V1A",0.452
"SH2B3",0,0.551633386660236,0.525,0.069,0,"2","SH2B3",0.456
"DOCK4",0,0.550316211688813,0.421,0.026,0,"2","DOCK4",0.395
"IFI30",0,0.550055897776155,0.514,0.079,0,"2","IFI30",0.435
"NCOA41",0,0.54831436003369,0.658,0.169,0,"2","NCOA4",0.489
"ITGAV",0,0.54818624540137,0.45,0.071,0,"2","ITGAV",0.379
"IL13RA1",0,0.546148107957236,0.545,0.069,0,"2","IL13RA1",0.476
"SLC43A3",0,0.540610987517203,0.44,0.037,0,"2","SLC43A3",0.403
"ATF5",0,0.538817098158817,0.421,0.062,0,"2","ATF5",0.359
"ZMIZ1",0,0.538238054726269,0.617,0.126,0,"2","ZMIZ1",0.491
"ZSWIM6",0,0.537634800592808,0.549,0.103,0,"2","ZSWIM6",0.446
"CYFIP1",0,0.537130934927933,0.439,0.049,0,"2","CYFIP1",0.39
"PRCP",0,0.536868075006675,0.501,0.08,0,"2","PRCP",0.421
"LY86",0,0.536557092654529,0.404,0.023,0,"2","LY86",0.381
"ACSL4",0,0.53528574361073,0.618,0.142,0,"2","ACSL4",0.476
"ALOX5",0,0.52951088996429,0.554,0.056,0,"2","ALOX5",0.498
"SYK",0,0.527893166500985,0.508,0.063,0,"2","SYK",0.445
"IRAK3",0,0.526165941052213,0.458,0.038,0,"2","IRAK3",0.42
"ETV6",0,0.523785631186313,0.629,0.147,0,"2","ETV6",0.482
"ATP6AP1",0,0.523244354426122,0.527,0.105,0,"2","ATP6AP1",0.422
"MANBA",0,0.522244034052155,0.459,0.059,0,"2","MANBA",0.4
"NCEH1",0,0.514357055023299,0.371,0.039,0,"2","NCEH1",0.332
"GNA15",0,0.513822241636892,0.387,0.026,0,"2","GNA15",0.361
"CCR11",0,0.513644125206167,0.472,0.062,0,"2","CCR1",0.41
"P2RX7",0,0.512293975909722,0.349,0.028,0,"2","P2RX7",0.321
"ZFHX3",0,0.510319405139302,0.451,0.053,0,"2","ZFHX3",0.398
"SQOR",0,0.509706276546289,0.561,0.118,0,"2","SQOR",0.443
"NCF21",0,0.506909048471524,0.681,0.088,0,"2","NCF2",0.593
"GRK3",0,0.503986782322352,0.422,0.032,0,"2","GRK3",0.39
"CSF2RA",0,0.501719827243358,0.375,0.01,0,"2","CSF2RA",0.365
"CLEC12A",0,0.501432316186674,0.353,0.028,0,"2","CLEC12A",0.325
"PILRA",0,0.50114456522911,0.461,0.031,0,"2","PILRA",0.43
"OGFRL1",0,0.498638416801412,0.554,0.093,0,"2","OGFRL1",0.461
"LILRB1",0,0.495448925718184,0.375,0.024,0,"2","LILRB1",0.351
"SCIMP",0,0.493746900688748,0.347,0.017,0,"2","SCIMP",0.33
"PIK3AP1",0,0.492375762960407,0.578,0.112,0,"2","PIK3AP1",0.466
"ITPRIPL2",0,0.491696305377312,0.445,0.073,0,"2","ITPRIPL2",0.372
"MCEMP1",0,0.491394301711517,0.26,0.024,0,"2","MCEMP1",0.236
"C1orf54",0,0.489004367058667,0.254,0.017,0,"2","C1orf54",0.237
"RAB20",0,0.485381689015055,0.393,0.021,0,"2","RAB20",0.372
"PSTPIP2",0,0.483216268792313,0.411,0.067,0,"2","PSTPIP2",0.344
"PGD",0,0.483208442912731,0.474,0.081,0,"2","PGD",0.393
"MEF2C",0,0.482867268316506,0.491,0.085,0,"2","MEF2C",0.406
"CD36",0,0.481632473181984,0.269,0.004,0,"2","CD36",0.265
"SRC",0,0.479183616337809,0.367,0.026,0,"2","SRC",0.341
"ZNF385A",0,0.475622723127258,0.364,0.013,0,"2","ZNF385A",0.351
"IL18",0,0.475152623412291,0.336,0.028,0,"2","IL18",0.308
"MERTK",0,0.474275163706555,0.253,0.003,0,"2","MERTK",0.25
"SGPL1",0,0.472860212384471,0.408,0.068,0,"2","SGPL1",0.34
"FAM198B",0,0.472738838402797,0.371,0.024,0,"2","FAM198B",0.347
"CTNNA1",0,0.469425914428689,0.571,0.123,0,"2","CTNNA1",0.448
"ACTN11",0,0.467673285280315,0.668,0.158,0,"2","ACTN1",0.51
"PLXND1",0,0.466844845940335,0.405,0.065,0,"2","PLXND1",0.34
"SMCO4",0,0.465185134989791,0.434,0.044,0,"2","SMCO4",0.39
"PAPSS1",0,0.464220833867137,0.438,0.069,0,"2","PAPSS1",0.369
"DUSP3",0,0.459806000175201,0.401,0.043,0,"2","DUSP3",0.358
"BLVRA",0,0.459477535280414,0.376,0.047,0,"2","BLVRA",0.329
"GAA",0,0.458397822397181,0.389,0.038,0,"2","GAA",0.351
"MOB1B",0,0.453370744873919,0.41,0.059,0,"2","MOB1B",0.351
"MYOF",0,0.45283467648252,0.39,0.059,0,"2","MYOF",0.331
"SESTD1",0,0.451789723192868,0.336,0.044,0,"2","SESTD1",0.292
"MOB3B",0,0.448270532887124,0.352,0.027,0,"2","MOB3B",0.325
"CLEC4E1",0,0.447936829163245,0.4,0.045,0,"2","CLEC4E",0.355
"CALHM6",0,0.446778916079754,0.356,0.023,0,"2","CALHM6",0.333
"FKBP15",0,0.443872255260099,0.459,0.079,0,"2","FKBP15",0.38
"PLBD1",0,0.442946784355396,0.383,0.03,0,"2","PLBD1",0.353
"ANKRD22",0,0.438346817225248,0.287,0.024,0,"2","ANKRD22",0.263
"PLAU",0,0.433930371348816,0.37,0.051,0,"2","PLAU",0.319
"RIN2",0,0.430261899720926,0.327,0.031,0,"2","RIN2",0.296
"KMO",0,0.428627027889925,0.277,0.012,0,"2","KMO",0.265
"TBXAS1",0,0.428248802318374,0.439,0.044,0,"2","TBXAS1",0.395
"SLC1A3",0,0.427923677322415,0.267,0.008,0,"2","SLC1A3",0.259
"RGL1",0,0.427651806979602,0.254,0.009,0,"2","RGL1",0.245
"NECTIN2",0,0.427199767473517,0.387,0.047,0,"2","NECTIN2",0.34
"CFP",0,0.42536230696206,0.285,0.018,0,"2","CFP",0.267
"SIGLEC1",0,0.425065150046867,0.274,0.001,0,"2","SIGLEC1",0.273
"SLC31A1",0,0.424757665713681,0.364,0.048,0,"2","SLC31A1",0.316
"THEMIS2",0,0.423865672784911,0.462,0.053,0,"2","THEMIS2",0.409
"CCRL2",0,0.422391426222007,0.366,0.027,0,"2","CCRL2",0.339
"TCN2",0,0.421395113751909,0.261,0.009,0,"2","TCN2",0.252
"DAPK1",0,0.420256824426951,0.338,0.024,0,"2","DAPK1",0.314
"HLA-DOA",0,0.41749381092492,0.321,0.029,0,"2","HLA-DOA",0.292
"CLIC4",0,0.416277651092747,0.409,0.055,0,"2","CLIC4",0.354
"CD302",0,0.414181994931563,0.377,0.042,0,"2","CD302",0.335
"FCHO2",0,0.413679408952938,0.357,0.046,0,"2","FCHO2",0.311
"ACER3",0,0.413252436913107,0.416,0.06,0,"2","ACER3",0.356
"DENND5A",0,0.405995963033893,0.424,0.067,0,"2","DENND5A",0.357
"RHOU",0,0.403664272125038,0.295,0.023,0,"2","RHOU",0.272
"PLBD2",0,0.402509280094487,0.343,0.038,0,"2","PLBD2",0.305
"GSAP",0,0.400901202889862,0.448,0.079,0,"2","GSAP",0.369
"SEMA4A",0,0.400823669513425,0.396,0.05,0,"2","SEMA4A",0.346
"ENG",0,0.399054950744508,0.37,0.047,0,"2","ENG",0.323
"BTK",0,0.399045759629725,0.401,0.042,0,"2","BTK",0.359
"NPL",0,0.399038482724059,0.311,0.023,0,"2","NPL",0.288
"IL6R1",0,0.398748367954007,0.576,0.1,0,"2","IL6R",0.476
"NAGA",0,0.397575471256523,0.383,0.033,0,"2","NAGA",0.35
"TUBB6",0,0.395596338869315,0.319,0.026,0,"2","TUBB6",0.293
"UNC93B1",0,0.394472333673537,0.407,0.061,0,"2","UNC93B1",0.346
"RP2",0,0.393645543165122,0.435,0.07,0,"2","RP2",0.365
"PLXNC11",0,0.392520735734233,0.592,0.122,0,"2","PLXNC1",0.47
"MITF",0,0.390498739901847,0.265,0.014,0,"2","MITF",0.251
"TSPAN4",0,0.388140686474121,0.285,0.032,0,"2","TSPAN4",0.253
"UBE2E2",0,0.384561494605274,0.337,0.026,0,"2","UBE2E2",0.311
"PPIF1",0,0.381893728242243,0.747,0.205,0,"2","PPIF",0.542
"ACP2",0,0.372945133101231,0.28,0.028,0,"2","ACP2",0.252
"SLC25A19",0,0.370054638696927,0.339,0.047,0,"2","SLC25A19",0.292
"ARHGAP31",0,0.369721272461231,0.312,0.027,0,"2","ARHGAP31",0.285
"OSCAR",0,0.368365989574337,0.288,0.004,0,"2","OSCAR",0.284
"ACOT9",0,0.36566470419057,0.437,0.076,0,"2","ACOT9",0.361
"GPR84",0,0.363691783618348,0.258,0.007,0,"2","GPR84",0.251
"GPR137B",0,0.359874447317968,0.314,0.037,0,"2","GPR137B",0.277
"LY961",0,0.353808602254184,0.516,0.085,0,"2","LY96",0.431
"B3GNT51",0,0.352898663279497,0.457,0.074,0,"2","B3GNT5",0.383
"AL078604.2",0,0.352102654223577,0.275,0.014,0,"2","AL078604.2",0.261
"TMEM51",0,0.347613100857521,0.271,0.018,0,"2","TMEM51",0.253
"ICAM11",0,0.345914259138381,0.718,0.183,0,"2","ICAM1",0.535
"OPN3",0,0.340678404344699,0.267,0.022,0,"2","OPN3",0.245
"FGR",0,0.338085907699662,0.454,0.067,0,"2","FGR",0.387
"LILRB31",0,0.332458834209611,0.546,0.068,0,"2","LILRB3",0.478
"PAK1",0,0.328275634589118,0.439,0.078,0,"2","PAK1",0.361
"TBC1D9",0,0.326802903908491,0.299,0.032,0,"2","TBC1D9",0.267
"LMO2",0,0.319252798490826,0.283,0.016,0,"2","LMO2",0.267
"LACC1",0,0.317243413517577,0.282,0.027,0,"2","LACC1",0.255
"FGD2",0,0.315717348592463,0.268,0.021,0,"2","FGD2",0.247
"SIGLEC10",0,0.313797298123231,0.287,0.019,0,"2","SIGLEC10",0.268
"FGD41",0,0.312857198450198,0.473,0.074,0,"2","FGD4",0.399
"SIGLEC7",0,0.31244635068853,0.267,0.006,0,"2","SIGLEC7",0.261
"SPHK1",0,0.311546503291399,0.265,0.024,0,"2","SPHK1",0.241
"CD33",0,0.311354450319531,0.253,0.007,0,"2","CD33",0.246
"LPCAT2",0,0.304273355624281,0.395,0.042,0,"2","LPCAT2",0.353
"SNX8",0,0.296203276869285,0.306,0.035,0,"2","SNX8",0.271
"FPR11",0,0.29488156104117,0.588,0.094,0,"2","FPR1",0.494
"LRRC25",0,0.290828960641837,0.292,0.011,0,"2","LRRC25",0.281
"TLR8",0,0.289290718367805,0.286,0.014,0,"2","TLR8",0.272
"VASH1",0,0.285344242919597,0.26,0.025,0,"2","VASH1",0.235
"SECTM1",0,0.276501946198176,0.36,0.046,0,"2","SECTM1",0.314
"JDP2",0,0.270947446479707,0.265,0.028,0,"2","JDP2",0.237
"GAS7",0,0.263823557809677,0.3,0.035,0,"2","GAS7",0.265
"TLR41",0,0.263064832991543,0.449,0.058,0,"2","TLR4",0.391
"HRH2",0,0.26028141982561,0.264,0.025,0,"2","HRH2",0.239
"BID",5.92910913919117e-308,0.487492884952265,0.532,0.112,1.45524054712308e-303,"2","BID",0.42
"OSBPL1A",6.67121383869376e-308,0.295156947444742,0.275,0.031,1.637382724569e-303,"2","OSBPL1A",0.244
"LYN1",1.66407147546519e-307,0.300790435491756,0.763,0.207,4.08429702938177e-303,"2","LYN",0.556
"ATP6V0D11",1.94542457208576e-307,0.507414049464592,0.673,0.175,4.77485006972729e-303,"2","ATP6V0D1",0.498
"S100A111",3.90904133164775e-307,0.931542925268741,0.958,0.521,9.59435104439624e-303,"2","S100A11",0.437
"BLVRB",9.29374177936368e-307,0.510427631115223,0.46,0.086,2.28105598232702e-302,"2","BLVRB",0.374
"SNN",3.43934661454402e-305,0.25184010773868,0.325,0.043,8.44153233073685e-301,"2","SNN",0.282
"DPYD",6.00473986589878e-305,0.551806556025256,0.587,0.137,1.4738033526862e-300,"2","DPYD",0.45
"SMIM3",6.165707481005e-304,0.338466729880014,0.269,0.03,1.51331124413787e-299,"2","SMIM3",0.239
"NEK6",8.80643360858191e-303,0.328111679640891,0.303,0.039,2.16145106489034e-298,"2","NEK6",0.264
"SOAT1",4.74045618663098e-300,0.4755563578933,0.494,0.1,1.16349756644671e-295,"2","SOAT1",0.394
"H2AFY",2.97039846672879e-299,0.738019453433735,0.768,0.253,7.29054599673913e-295,"2","H2AFY",0.515
"PTPN12",5.61262534787324e-299,0.471157081557867,0.63,0.154,1.37756276538201e-294,"2","PTPN12",0.476
"ELL21",6.61495290509765e-298,0.642484994339945,0.658,0.178,1.62357404102717e-293,"2","ELL2",0.48
"SWAP70",1.83968866998041e-297,0.422688839682685,0.443,0.081,4.51533187159992e-293,"2","SWAP70",0.362
"RTN41",6.57095921473114e-297,0.796221487529754,0.869,0.361,1.61277622966361e-292,"2","RTN4",0.508
"ETS21",4.28528798948812e-296,0.560000701684422,0.67,0.176,1.05178108413997e-291,"2","ETS2",0.494
"SLC39A8",6.1845981459051e-296,0.717293439924633,0.371,0.061,1.51794776893095e-291,"2","SLC39A8",0.31
"GPR183",4.09843263831486e-295,1.37852585751304,0.687,0.219,1.005919306748e-290,"2","GPR183",0.468
"IL1B1",1.06991588755805e-294,1.01444451140077,0.599,0.143,2.62600155442248e-290,"2","IL1B",0.456
"BCL2A11",1.89896345918814e-294,0.29168187133931,0.777,0.222,4.66081591423138e-290,"2","BCL2A1",0.555
"CTSA",1.43555080435171e-293,0.722233586125835,0.582,0.15,3.52341589420083e-289,"2","CTSA",0.432
"CSTB",2.41691453903395e-293,1.30601426996292,0.828,0.337,5.93207504460493e-289,"2","CSTB",0.491
"LAT2",4.00267774878003e-292,0.29302105835652,0.441,0.079,9.8241722666057e-288,"2","LAT2",0.362
"LAMP21",2.707025232507e-290,0.563980595184319,0.685,0.194,6.64412273066519e-286,"2","LAMP2",0.491
"ATP6V0A1",3.98459747110624e-290,0.383741948082617,0.334,0.05,9.77979603308316e-286,"2","ATP6V0A1",0.284
"PLEKHO1",5.51985581753104e-290,0.667267130476435,0.626,0.165,1.35479341185482e-285,"2","PLEKHO1",0.461
"CHML",8.08154600279398e-290,0.507119466142594,0.374,0.062,1.98353465092576e-285,"2","CHML",0.312
"CRYBG3",1.17854017895296e-288,0.255866848438142,0.29,0.037,2.89260901522215e-284,"2","CRYBG3",0.253
"CDKN1A",5.63381714001248e-288,0.845252000908117,0.752,0.249,1.38276407884466e-283,"2","CDKN1A",0.503
"PDXK",1.35435867786475e-287,0.544521896616041,0.552,0.13,3.32413793895123e-283,"2","PDXK",0.422
"C9orf721",3.16460225138361e-287,0.341957787573768,0.528,0.113,7.76719976579594e-283,"2","C9orf72",0.415
"GNAQ",3.77682588291761e-287,0.447050354534022,0.613,0.153,9.26984144703297e-283,"2","GNAQ",0.46
"NR4A31",3.09158145247252e-286,0.790761696749775,0.681,0.195,7.58797751694855e-282,"2","NR4A3",0.486
"AGAP3",3.19049357178494e-286,0.335599592995262,0.326,0.048,7.83074742258897e-282,"2","AGAP3",0.278
"SOD21",3.81709452974975e-286,0.601368387656651,0.922,0.435,9.36867681381778e-282,"2","SOD2",0.487
"GNA13",1.24807452981694e-284,0.625983460860559,0.669,0.19,3.06327412598271e-280,"2","GNA13",0.479
"FAM129B",1.25205566271351e-284,0.430322988527726,0.32,0.047,3.07304541856403e-280,"2","FAM129B",0.273
"CTNND1",1.2218162446617e-282,0.333638368755022,0.399,0.069,2.99882579089768e-278,"2","CTNND1",0.33
"SERPINB8",2.03122207210563e-282,0.25712766214998,0.28,0.035,4.98543145377606e-278,"2","SERPINB8",0.245
"CEBPB1",3.88499975132647e-281,0.727177101298216,0.841,0.336,9.53534338965568e-277,"2","CEBPB",0.505
"METRNL",1.29322087931396e-280,0.491866624124,0.634,0.161,3.17408132618817e-276,"2","METRNL",0.473
"TCEAL9",4.71475203210139e-280,0.340510932042191,0.284,0.036,1.15718873875897e-275,"2","TCEAL9",0.248
"SLC16A31",6.26692240746798e-280,0.467708078977727,0.627,0.16,1.53815343568894e-275,"2","SLC16A3",0.467
"SGK3",1.49555882779491e-279,0.367683185922212,0.44,0.084,3.67069958693983e-275,"2","SGK3",0.356
"PLXNB2",4.86853386708227e-278,0.299262769788803,0.352,0.056,1.19493295233667e-273,"2","PLXNB2",0.296
"CERS6",5.26986085677165e-276,0.436741063280582,0.41,0.077,1.29343464868603e-271,"2","CERS6",0.333
"ATP6V0B1",2.31406720207289e-275,0.625198929356893,0.772,0.263,5.67964654076771e-271,"2","ATP6V0B",0.509
"PLEKHB2",1.00946059575672e-273,0.583473043207997,0.681,0.203,2.47762008622528e-269,"2","PLEKHB2",0.478
"BASP11",2.76625583613576e-273,0.258291416559113,0.638,0.158,6.78949832421161e-269,"2","BASP1",0.48
"RNF131",1.64102138180622e-271,0.429698958192971,0.653,0.179,4.02772287950519e-267,"2","RNF13",0.474
"ATP6V1C1",1.76545334536995e-270,0.360704702800955,0.463,0.095,4.33312869087599e-266,"2","ATP6V1C1",0.368
